Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Transaction ID,Itemization Type
31/08/2024,23:02:35,None,Gloss Varnish,1,$4.54,$0.00,$4.54,juL9tEViCCy7EaQLsDiU7eghskeZY,Service
31/08/2024,22:56:06,None,Gloss Varnish,1,$4.54,$0.00,$4.54,TG9qhXFl2MubeXQIg76bMA2WzZDZY,Service
31/08/2024,21:12:59,Beverages,Drink - COKE,1,$2.72,$0.00,$2.72,Xyayz9AjbHAzSVPOYJEiahXevueZY,Physical Good
31/08/2024,21:12:36,Bear Stick / Bear Brick,Bear Stick - Heart,1,$45.00,-$45.00,$0.00,9T7L3GYuzbkvoPImjnVLqjsoGbIZY,Physical Good
31/08/2024,21:10:26,None,Dino,1,$36.31,$0.00,$36.31,PY34snJEw55ksdxuvaqvx3UkEMfZY,Physical Good
31/08/2024,21:09:57,None,Cat - Bottle,1,$40.84,$0.00,$40.84,XGImYvGRnCZ65rIVlASYF0wshlRZY,Physical Good
31/08/2024,20:42:37,Stitch,Mitch - Dragon Hat,1,$40.84,$0.00,$40.84,9hqPy2jDnYFmdhZzxuhJHgR4UeOZY,Physical Good
31/08/2024,20:42:11,None,Teddy with Tote,1,$36.31,$0.00,$36.31,dpW3pzJCbX5NIrPa74cWrZgiaFEZY,Physical Good
31/08/2024,20:37:41,None,Luff - on Rock,1,$45.00,-$45.00,$0.00,zYWcsVgtRoyUZu8WAj2tR0ihupdZY,Physical Good
31/08/2024,20:37:41,Sanrio,Kuro – Magician Hat,1,$45.00,-$45.00,$0.00,zYWcsVgtRoyUZu8WAj2tR0ihupdZY,Physical Good
31/08/2024,19:36:34,None,Luff - Pirate Boy,1,$40.84,$0.00,$40.84,bK9QU3Z5ME0HfdHzMpE0XkAiK1DZY,Physical Good
31/08/2024,19:36:34,None,Puppy,1,$36.31,$0.00,$36.31,bK9QU3Z5ME0HfdHzMpE0XkAiK1DZY,Physical Good
31/08/2024,18:11:25,None,Gloss Varnish,1,$4.54,$0.00,$4.54,BhpDvTMypP0mJ7NvVWSdYPtMHyQZY,Service
31/08/2024,18:11:25,None,Gloss Varnish,1,$4.54,$0.00,$4.54,BhpDvTMypP0mJ7NvVWSdYPtMHyQZY,Service
31/08/2024,18:11:25,Beverages,Drink - Milkis,1,$2.72,$0.00,$2.72,BhpDvTMypP0mJ7NvVWSdYPtMHyQZY,Physical Good
31/08/2024,18:05:43,None,Gloss Varnish,1,$4.55,$0.00,$4.55,5j2KUP0r8llRkNRVTsdT6OrZAwdZY,Service
31/08/2024,18:05:26,None,Gloss Varnish,1,$4.54,$0.00,$4.54,NDP7WqpX4RUTduDnqvzbbbRvZ5AZY,Service
