Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Transaction ID,Itemization Type
31/12/2024,17:37:34,None,Gloss Varnish,1,$4.54,$0.00,$4.54,nsXyyfzfnzmvrDpTZmaCJHnCX5NZY,Service
31/12/2024,17:13:52,None,Gloss Varnish,1,$4.54,$0.00,$4.54,tXHq9uWi0u1pdcsXLDo7AN2tINMZY,Service
31/12/2024,17:13:52,None,Gloss Varnish,1,$4.54,$0.00,$4.54,tXHq9uWi0u1pdcsXLDo7AN2tINMZY,Service
31/12/2024,17:02:38,None,Gloss Varnish,1,$4.54,$0.00,$4.54,hrUcsTr28WnwBnpSSNfzHPWW7uQZY,Service
31/12/2024,17:02:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,h3ywPXTPCftAV1a0aqp280m1TPVZY,Service
31/12/2024,17:02:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,h3ywPXTPCftAV1a0aqp280m1TPVZY,Service
31/12/2024,16:29:35,None,Capybara Chicken Hat - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,bEIRnyP3ITI4yatMpiN5FBGSdxAZY,Physical Good
31/12/2024,16:29:35,Sanrio,Mel  - DIY Plaster Figurine Painting Kit,1,$36.31,$0.00,$36.31,bEIRnyP3ITI4yatMpiN5FBGSdxAZY,Physical Good
31/12/2024,15:45:43,Beverages,Drink - Milkis,1,$2.73,$0.00,$2.73,9JYgJgnKx9mGFIIl0rMv1P04pY7YY,Physical Good
31/12/2024,15:44:37,None,Capybara Turtle Hat - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,nGMKwlBYwGTRCWlSZ9RUqFBC87FZY,Physical Good
31/12/2024,15:44:37,None,Custom Amount,1,$40.84,$0.00,$40.84,nGMKwlBYwGTRCWlSZ9RUqFBC87FZY,
31/12/2024,15:44:37,None,Larva Red - DIY Figurine Painting Kit,1,$31.77,$0.00,$31.77,nGMKwlBYwGTRCWlSZ9RUqFBC87FZY,Physical Good
31/12/2024,15:08:56,Beverages,Drink - Banana Milk,1,$3.41,$0.00,$3.41,fKkadE87ll61LVfhFyOXjKkhYQOZY,Physical Good
31/12/2024,15:08:56,Beverages,Drink - COKE,1,$2.72,$0.00,$2.72,fKkadE87ll61LVfhFyOXjKkhYQOZY,Physical Good
31/12/2024,15:08:10,None,Larva Yellow Funny - DIY Figurine Painting Kit,1,$31.77,$0.00,$31.77,d5GvblchLGSjnvEdD3GNApiwxtEZY,Physical Good
31/12/2024,15:07:51,Sanrio,Pompom - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,hri7UTIERvvmBmlNl7lrstWTyWXZY,Physical Good
31/12/2024,14:20:17,None,Gloss Varnish,1,$4.54,$0.00,$4.54,tNkzt8ErO3TEigp756SdcVrNKsAZY,Service
31/12/2024,13:46:47,None,Larva Pink - DIY Figurine Painting Kit,1,$31.82,$0.00,$31.82,TGFy181y3dhJSLMocLsPXWschufZY,Physical Good
31/12/2024,13:46:47,None,Larva Yellow Funny - DIY Figurine Painting Kit,1,$31.82,$0.00,$31.82,TGFy181y3dhJSLMocLsPXWschufZY,Physical Good
31/12/2024,13:46:47,None,Larva Red - DIY Figurine Painting Kit,1,$31.81,$0.00,$31.81,TGFy181y3dhJSLMocLsPXWschufZY,Physical Good
31/12/2024,13:41:46,None,Teddy with Tote - DIY Figurine Painting Kit,2,$77.06,-$48.19,$28.87,5r2OVmkv73o9TvQFMscTJHaKKoQZY,Physical Good
31/12/2024,13:41:46,Beverages,Drink - WATER,1,$2.89,-$1.81,$1.08,5r2OVmkv73o9TvQFMscTJHaKKoQZY,Physical Good
31/12/2024,13:31:59,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,fOs996vjSsxEYLvLcusqCqfvShOZY,Service
31/12/2024,13:22:54,None,Astronaut - DIY Figurine Painting Kit,1,$36.67,-$4.00,$32.67,L2N3mPkcPen11DfNb3770GrK0RCZY,Physical Good
31/12/2024,13:22:54,None,Larva Pink - DIY Figurine Painting Kit,1,$32.09,-$3.50,$28.59,L2N3mPkcPen11DfNb3770GrK0RCZY,Physical Good
31/12/2024,13:22:54,None,Gloss Varnish,1,$4.54,$0.00,$4.54,L2N3mPkcPen11DfNb3770GrK0RCZY,Service
31/12/2024,13:22:54,None,Gloss Varnish,1,$4.54,$0.00,$4.54,L2N3mPkcPen11DfNb3770GrK0RCZY,Service
31/12/2024,13:04:58,Beverages,Drink - Lipton LEMON,1,$5.00,-$5.00,$0.00,fO2kFQew1xeF8x3eAjlFMWg51DFZY,Physical Good
31/12/2024,13:03:57,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,nuUWR1Bd7zjO3tkhBIlvBOQf7PfZY,Service
31/12/2024,13:02:41,None,Dragon Cutie - DIY Figurine Painting Kit,1,$36.36,$0.00,$36.36,B91G9VCIutQPlshrvptEyNEmpkHZY,Physical Good
31/12/2024,12:58:52,None,BuBu LaLa - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,D23VjXo9glgD56WVOGYvPM7EG3JZY,Physical Good
31/12/2024,11:54:10,Beverages,Drink - WATER,1,$2.86,-$1.50,$1.36,NZ2dbbbUKBN83tXZISWRibGIdbHZY,Physical Good
31/12/2024,11:52:41,None,Larva Yellow Funny - DIY Figurine Painting Kit,1,$31.82,$0.00,$31.82,hdXz3WIx429s9LZm4boQJRVBIt6YY,Physical Good
30/12/2024,20:35:04,None,Gloss Varnish,1,$4.54,$0.00,$4.54,3aQhWMa0dGnKmKTQpUyR59nBAHPZY,Service
30/12/2024,20:35:04,None,Gloss Varnish,1,$4.54,$0.00,$4.54,3aQhWMa0dGnKmKTQpUyR59nBAHPZY,Service
30/12/2024,19:54:40,None,Gloss Varnish,1,$4.54,$0.00,$4.54,PApJ3OAUCjvM7yJzhUzWcpfChOKZY,Service
30/12/2024,19:37:41,None,Rabbit holds Fish - DIY  Figurine Painting Kit,1,$40.84,$0.00,$40.84,dNslNck6nQhW9HouQAMaoYk5ZRCZY,Physical Good
30/12/2024,19:35:49,Sanrio,Mel  - DIY Plaster Figurine Painting Kit,1,$36.31,$0.00,$36.31,NXroBCj7poZLZmrnANfSXEKpmo9YY,Physical Good
30/12/2024,18:40:24,None,BuBu LaLa - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,rG5XrRtDYvpGTw9amj3Ha96nDUHZY,Physical Good
30/12/2024,18:40:24,None,Bubu lala Snack -DIY Figurine Painting Kit,1,$45.39,$0.00,$45.39,rG5XrRtDYvpGTw9amj3Ha96nDUHZY,Physical Good
30/12/2024,18:40:24,Beverages,Drink - SPRITE,1,$2.72,$0.00,$2.72,rG5XrRtDYvpGTw9amj3Ha96nDUHZY,Physical Good
30/12/2024,18:15:01,None,Capybara Chicken Hat - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,7QEk9q222gIGOEYec00ETirv9UeZY,Physical Good
30/12/2024,17:45:22,Beverages,Drink - Banana Milk,3,$10.21,$0.00,$10.21,Ti13m6wt05E6O2lWQxybKukYsPSZY,Physical Good
30/12/2024,16:43:00,Sanrio,Kuro the Eclipse - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,PEVYs2ctu8toojRD1C3xW1K6NlMZY,Physical Good
30/12/2024,16:07:09,Raws/Kaws,Raws the OG - DIY  Figurine Painting Kit,1,$47.95,-$27.78,$20.17,xHqcFtpjHMQZMjZE7KDHtxjpNdeZY,Physical Good
30/12/2024,16:07:09,Sanrio,Mel  - DIY Plaster Figurine Painting Kit,1,$38.36,-$22.22,$16.14,xHqcFtpjHMQZMjZE7KDHtxjpNdeZY,Physical Good
30/12/2024,15:48:12,None,Capybara on Donut - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,JnY8C2vk55jIm9swSapF65QXpwMZY,Physical Good
30/12/2024,15:29:16,None,Mel with Necklace - DIY  Figurine Painting Kit,2,$81.69,$0.00,$81.69,1FUavk1FMpxdrbPquB1gjXLsRAJZY,Physical Good
30/12/2024,14:31:28,Beverages,Drink - SPRITE,1,$2.72,$0.00,$2.72,dhUWoZwMJ1horSAKWVPHt7gIs5OZY,Physical Good
30/12/2024,14:31:28,Beverages,Drink - Milkis,1,$2.73,$0.00,$2.73,dhUWoZwMJ1horSAKWVPHt7gIs5OZY,Physical Good
30/12/2024,13:45:54,None,Piggy the Queen - DIY  Figurine Painting Kit,1,$36.31,$0.00,$36.31,JlPSdtNAV762KOXZodhOqCNd3EHZY,Physical Good
30/12/2024,13:34:26,Beverages,Drink - WATER,1,$2.86,-$1.50,$1.36,3sLwPTI2G0nQcMC3umJuIwiW49ZZY,Physical Good
30/12/2024,13:08:16,None,SP the Sailor Moon - DIY Figurine Painting Kit,1,$47.72,-$25.00,$22.72,z0GnOAk5SS9FUXTl8SI7aWi7cPBZY,Physical Good
30/12/2024,13:08:16,None,Nami - DIY  Figurine Painting Kit,1,$47.73,-$25.00,$22.73,z0GnOAk5SS9FUXTl8SI7aWi7cPBZY,Physical Good
30/12/2024,12:58:00,None,Piggy the Queen - DIY  Figurine Painting Kit,1,$36.30,$0.00,$36.30,lde5kibtnr8L72cBKicaetm0B3VZY,Physical Good
30/12/2024,12:58:00,None,Piggy Happy - DIY  Figurine Painting Kit,1,$36.31,$0.00,$36.31,lde5kibtnr8L72cBKicaetm0B3VZY,Physical Good
30/12/2024,12:58:00,Sanrio,Cinna with Bowtied - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,lde5kibtnr8L72cBKicaetm0B3VZY,Physical Good
30/12/2024,12:54:19,None,Larva Yellow Funny - DIY Figurine Painting Kit,1,$31.77,$0.00,$31.77,NjrDQI0ifG7SUd03PdWfMAHwF9aZY,Physical Good
30/12/2024,12:54:19,None,Teddy with Tote - DIY Figurine Painting Kit,1,$36.30,$0.00,$36.30,NjrDQI0ifG7SUd03PdWfMAHwF9aZY,Physical Good
30/12/2024,12:54:19,None,Capybara on Crocodile - DIY Figurine Painting Kit,1,$45.38,$0.00,$45.38,NjrDQI0ifG7SUd03PdWfMAHwF9aZY,Physical Good
30/12/2024,12:33:03,None,Gloss Varnish,1,$4.54,$0.00,$4.54,NBomeydBYXDd9DA4WzvfOtse5NYZY,Service
30/12/2024,12:24:35,None,Bubu Lala Flower B - DIY Figurine Painting Kit,1,$40.84,$0.00,$40.84,vK693iPnwmG3OCSO8I2cbij6jMAZY,Physical Good
30/12/2024,12:24:18,Sanrio,Cinna - DIY Figurine Painting Kit,1,$36.31,$0.00,$36.31,bw0WZHwnJJf7gQikpvY2hw3xhr8YY,Physical Good
