Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Transaction ID,Itemization Type
30/06/2024,21:22:48,Kuromi,Kuromi - Heart,1,$40.85,$0.00,$40.85,p97ILmQtzOZeSiZsOC5POLneV,Physical Good
30/06/2024,21:22:48,None,Kaws,1,$45.38,$0.00,$45.38,p97ILmQtzOZeSiZsOC5POLneV,Physical Good
30/06/2024,20:03:34,None,Gloss Varnish,1,$4.54,$0.00,$4.54,9rlWAUMqKUNtA8qizwX1QdseV,Service
30/06/2024,20:03:34,None,Gloss Varnish,1,$4.54,$0.00,$4.54,9rlWAUMqKUNtA8qizwX1QdseV,Service
30/06/2024,20:01:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,7utHfI1cHZyhl2YNuDDcs3oeV,Service
30/06/2024,20:01:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,7utHfI1cHZyhl2YNuDDcs3oeV,Service
30/06/2024,19:54:12,None,Gloss Varnish,1,$4.54,$0.00,$4.54,hforolX5ao3YJ11R0DHlj72eV,Service
30/06/2024,19:38:27,None,Tea - C2,1,$4.08,$0.00,$4.08,5LwdXlOslKw43QqTpXUttNpeV,Physical Good
30/06/2024,19:10:05,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,zceJgpinhjVDNmh46pWaaKzeV,Physical Good
30/06/2024,18:11:21,Kuromi,Kuromi - Heart,1,$40.85,$0.00,$40.85,vigUgG0lnZrLdn87W8cJXc0eV,Physical Good
30/06/2024,18:11:21,Beverages,Soft Drink - Can,1,$2.72,$0.00,$2.72,vigUgG0lnZrLdn87W8cJXc0eV,Physical Good
30/06/2024,18:10:55,None,Capybara,1,$45.38,$0.00,$45.38,RHOgfjYvMbigBflVJH2L7E9eV,Physical Good
30/06/2024,18:10:19,None,Teddy With Tote,1,$36.30,$0.00,$36.30,NVMVA1skFXlXgfj54eIXzI8eV,Physical Good
30/06/2024,18:10:19,None,pokemon - icecream,1,$36.31,$0.00,$36.31,NVMVA1skFXlXgfj54eIXzI8eV,Physical Good
30/06/2024,18:10:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,tRA8YFlDe48iTYcFc4PSEHxeV,Service
30/06/2024,18:10:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,tRA8YFlDe48iTYcFc4PSEHxeV,Service
30/06/2024,18:04:59,None,Marvel,1,$45.38,$0.00,$45.38,phfjivleDtBchEOj8EWsfu1eV,Physical Good
30/06/2024,18:04:59,Bear Brick,Bear - Astro,1,$45.38,$0.00,$45.38,phfjivleDtBchEOj8EWsfu1eV,Physical Good
30/06/2024,17:54:31,None,Gloss Varnish,1,$4.55,$0.00,$4.55,N9uKR0JgQfFXziMFtCr2HM6vXFCZY,Service
30/06/2024,17:42:24,None,Gloss Varnish,1,$4.54,$0.00,$4.54,VXt45DdglRmvpCkwdDam2T8eV,Service
30/06/2024,17:38:14,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Ds2DUtiHSchUnXuis2zPNO9eV,Service
30/06/2024,17:04:27,None,Gloss Varnish,1,$4.54,$0.00,$4.54,tv1b2J1w2goHWfz1D0pfsv3eV,Service
30/06/2024,17:04:27,None,Gloss Varnish,1,$4.54,$0.00,$4.54,tv1b2J1w2goHWfz1D0pfsv3eV,Service
30/06/2024,16:59:25,None,Gloss Varnish,1,$4.54,$0.00,$4.54,RBxtsLQKRnL0rnzvndfgjz6eV,Service
30/06/2024,16:56:45,None,Kaws - Furry,1,$45.38,$0.00,$45.38,vw9T6CWoORYw9mUoWImouI5eV,Physical Good
30/06/2024,16:56:45,Bear Brick,Bear - Astro,1,$45.38,$0.00,$45.38,vw9T6CWoORYw9mUoWImouI5eV,Physical Good
30/06/2024,16:56:25,None,Gloss Varnish,1,$4.54,$0.00,$4.54,FZEZvqoCIzN7ET6jw7m6kTveV,Service
