Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Transaction ID,Itemization Type
14/08/2025,18:30:08,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,pzIfWQYQGTRG2DT2t24FTtbM3i8YY,Service
14/08/2025,18:30:08,None,Gloss Varnish,1,$5.00,-$5.00,$0.00,pzIfWQYQGTRG2DT2t24FTtbM3i8YY,Service
14/08/2025,18:29:19,Sanrio,Kuro the King - DIY Figurine Painting Kit,1,$45.00,-$45.00,$0.00,Fd2lrnyOD8YYKGeD61kZAPFn7uXZY,Physical Good
14/08/2025,18:29:19,None,Kir On Star - DIY Figurine Painting Kit,1,$45.00,-$45.00,$0.00,Fd2lrnyOD8YYKGeD61kZAPFn7uXZY,Physical Good
14/08/2025,18:29:19,Couple,Couple Cat - DIY Figurine Painting Kit,1,$55.00,-$55.00,$0.00,Fd2lrnyOD8YYKGeD61kZAPFn7uXZY,Physical Good
14/08/2025,16:51:17,None,Piggy goes to School - DIY Figurine Painting Kit,1,$36.31,$0.00,$36.31,xRbawvM8d0gRyM5g91gZLlTeA9fZY,Physical Good
14/08/2025,15:01:30,None,Shin the Racer Boy - DIY  Figurine Painting Kit,1,$45.00,-$45.00,$0.00,VT1VHAt1IRhu54k31DLf2ZsDfQPZY,Physical Good
14/08/2025,15:01:30,None,Capybara Bathtub - DIY Figurine Painting Kit,1,$50.00,-$50.00,$0.00,VT1VHAt1IRhu54k31DLf2ZsDfQPZY,Physical Good
13/08/2025,19:34:04,None,Dor the Captain US - DIY Plaster Figurine Painting Kit,1,$34.08,-$25.00,$9.08,zGfTok6q3WXFVWsJR1HyaoxCvAZZY,Physical Good
13/08/2025,19:34:04,None,Larva Red - DIY Figurine Painting Kit,1,$34.07,-$25.00,$9.07,zGfTok6q3WXFVWsJR1HyaoxCvAZZY,Physical Good
13/08/2025,15:58:47,None,Gloss Varnish,1,$4.54,$0.00,$4.54,PMvBaSwwLiiup7ByykG16M4BglGZY,Service
13/08/2025,15:58:47,None,Gloss Varnish,1,$4.54,$0.00,$4.54,PMvBaSwwLiiup7ByykG16M4BglGZY,Service
13/08/2025,15:51:22,None,Gloss Varnish,1,$4.54,$0.00,$4.54,XItEPKphhBMJc4g6xudwYPcHCOaZY,Service
