Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Transaction ID,Itemization Type
30/09/2024,20:10:57,Beverages,Drink - Banana Milk,2,$6.82,$0.00,$6.82,PE7VTBr45wUjybBpA9GiTTOadSdZY,Physical Good
30/09/2024,19:09:15,Beverages,Drink - Banana Milk,1,$3.41,$0.00,$3.41,f6CBLWqRRjG0G3cuQVIjjqyS8heZY,Physical Good
30/09/2024,19:09:15,Beverages,Drink - COKE ZERO,1,$2.73,$0.00,$2.73,f6CBLWqRRjG0G3cuQVIjjqyS8heZY,Physical Good
30/09/2024,18:51:08,None,Gloss Varnish,2,$9.08,$0.00,$9.08,5Bt4TcOTyByk6C52whotMM5QtDEZY,Service
30/09/2024,18:34:46,Beverages,Drink - WATER,1,$2.86,-$1.50,$1.36,lbnoWpf83Fxy0WQyTdiIiEyLOZBZY,Physical Good
30/09/2024,18:28:37,SP GIRL - SKULLPANDA,SP - Umbrella,1,$55.37,-$9.00,$46.37,H6Ocll21CSxUNUEwE4v9RHaoC8JZY,Physical Good
30/09/2024,18:28:37,None,Cat - Piggy,1,$36.91,-$6.00,$30.91,H6Ocll21CSxUNUEwE4v9RHaoC8JZY,Physical Good
30/09/2024,18:28:37,None,Strawberry Bear - Balloon,1,$41.52,-$6.75,$34.77,H6Ocll21CSxUNUEwE4v9RHaoC8JZY,Physical Good
30/09/2024,18:24:43,None,Gloss Varnish,1,$4.55,$0.00,$4.55,hD44RGnQIQGSuvbT8qVpoZLTWMYZY,Service
30/09/2024,17:46:24,None,Gloss Varnish,1,$4.54,$0.00,$4.54,xPwRj5owMzRVFapJd8U8Bt0pegPZY,Service
30/09/2024,17:34:54,None,Connan,1,$36.86,-$6.00,$30.86,Rjudi7WrSip94TvH05uAWAxAR57YY,Physical Good
30/09/2024,17:34:54,None,Rabbit - Goggles,1,$41.47,-$6.75,$34.72,Rjudi7WrSip94TvH05uAWAxAR57YY,Physical Good
30/09/2024,16:37:55,Couple,Couple – Avo Duck,1,$49.92,$0.00,$49.92,RrwIdAbDypUaR0JbOn43Zjoq0kFZY,Physical Good
30/09/2024,16:12:52,None,Ninja Pizza - B,1,$40.84,$0.00,$40.84,BjqxShWMl4Zx66kW3lb4ocPcl67YY,Physical Good
30/09/2024,16:12:52,Couple,Couple – Cat,1,$49.92,$0.00,$49.92,BjqxShWMl4Zx66kW3lb4ocPcl67YY,Physical Good
30/09/2024,16:09:54,Sanrio,Kuro -  King,1,$40.84,$0.00,$40.84,t3l9SyooXIZMugwF8C4Vr0cTJIMZY,Physical Good
30/09/2024,16:07:20,None,Custom Amount,1,$40.84,$0.00,$40.84,34V8oNMQTWyNIqDEybceibgjMEUZY,
30/09/2024,16:02:02,Beverages,Drink - Lipton PEACH,1,$4.54,$0.00,$4.54,zqT4hTWCibOpAlnXymXr7Guck9HZY,Physical Good
30/09/2024,15:35:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,72HKkIxrq2CoFcIy0Viz6NqsAFbZY,Service
30/09/2024,15:33:40,None,Piggy - Lucky,1,$27.23,$0.00,$27.23,1TxHqBdMVGiYap4cMjXJZF5vOvMZY,Physical Good
30/09/2024,15:33:14,Bear Stick / Bear Brick,Bear Stick - Rainbow,1,$45.00,-$45.00,$0.00,vEr1ZhykcJWZMwlAKKobIChl02CZY,Physical Good
30/09/2024,15:11:31,None,Custom Amount,1,$49.92,$0.00,$49.92,zONyC8fbmPdb5FfZGdRdHf8yjOWZY,
30/09/2024,14:39:03,None,Mama Chicken - 2,1,$27.23,$0.00,$27.23,ljRtGAfbSilrYQXLZCzW33Bw99CZY,Physical Good
30/09/2024,14:39:03,Sanrio,Cina - Queen,1,$40.84,$0.00,$40.84,ljRtGAfbSilrYQXLZCzW33Bw99CZY,Physical Good
30/09/2024,14:06:14,None,Custom Amount,1,$54.46,$0.00,$54.46,13ZwzORs3uX3hxrqd211kzF1HaKZY,
30/09/2024,13:50:12,None,Capybara - Bathtub,1,$45.38,$0.00,$45.38,7wSbJcPU1q8z9PGY0RI0UHVhDqcZY,Physical Good
30/09/2024,13:50:12,None,Rabbit – Broccoli,1,$36.31,$0.00,$36.31,7wSbJcPU1q8z9PGY0RI0UHVhDqcZY,Physical Good
30/09/2024,13:44:58,Couple,Couple - Loving Bear,2,$99.84,$0.00,$99.84,JlbkDboUMeUfl4k9oZq3qJ6Wv5AZY,Physical Good
30/09/2024,13:40:56,None,Gloss Varnish,1,$4.54,$0.00,$4.54,zwuGQqIaPVnnrxEje3W3uI8CoHSZY,Service
30/09/2024,13:40:56,None,Gloss Varnish,1,$4.54,$0.00,$4.54,zwuGQqIaPVnnrxEje3W3uI8CoHSZY,Service
30/09/2024,13:40:56,None,Gloss Varnish,1,$4.53,$0.00,$4.53,zwuGQqIaPVnnrxEje3W3uI8CoHSZY,Service
30/09/2024,13:39:08,Couple,Couple - Loving Bear,1,$50.00,$0.00,$50.00,txWLMAnroXVjElNvzz7rKV9BTPTZY,Physical Good
30/09/2024,13:39:08,Sanrio,Cina - Queen,1,$40.91,$0.00,$40.91,txWLMAnroXVjElNvzz7rKV9BTPTZY,Physical Good
30/09/2024,13:39:08,SP GIRL - SKULLPANDA,SP - Cat,1,$40.91,$0.00,$40.91,txWLMAnroXVjElNvzz7rKV9BTPTZY,Physical Good
30/09/2024,13:36:10,Beverages,Drink - Banana Milk,1,$3.40,$0.00,$3.40,tHJv2FPwNzbRFbVAiFdiMN9mVsaZY,Physical Good
30/09/2024,13:22:32,None,Dino - Baby,1,$38.42,-$22.86,$15.56,383sdiHb1w88YJimFKxFHR0OCVeZY,Physical Good
30/09/2024,13:22:32,Beverages,Drink - Banana Milk,1,$3.60,-$2.14,$1.46,383sdiHb1w88YJimFKxFHR0OCVeZY,Physical Good
30/09/2024,13:19:50,None,Capybara - Piggy Hat,1,$47.69,-$25.00,$22.69,910hEgKxc4NET5yHKulSNtcHbFeZY,Physical Good
30/09/2024,13:18:49,Beverages,Drink - Lipton PEACH,1,$4.54,$0.00,$4.54,R1nxIxZNYmsySPwGLfJ0kVThBDbZY,Physical Good
30/09/2024,13:18:49,None,Piggy - Watermelon,1,$40.84,$0.00,$40.84,R1nxIxZNYmsySPwGLfJ0kVThBDbZY,Physical Good
30/09/2024,13:16:41,SP GIRL - SKULLPANDA,SP - Hair Clips,1,$45.46,$0.00,$45.46,5pv7nvQpJfJfKo3TpKoTO42YGl6YY,Physical Good
30/09/2024,13:16:41,None,Piggy – Happy,1,$36.36,$0.00,$36.36,5pv7nvQpJfJfKo3TpKoTO42YGl6YY,Physical Good
30/09/2024,13:16:41,None,Ninja Pizza - B,1,$40.91,$0.00,$40.91,5pv7nvQpJfJfKo3TpKoTO42YGl6YY,Physical Good
30/09/2024,13:09:21,None,Repeat painting,1,$9.09,$0.00,$9.09,74Ghw2aBC4l32kzmjN7PcG4HIVJZY,Service
30/09/2024,13:07:18,None,Rabbit on Duck,1,$45.00,-$45.00,$0.00,rOj2xrIEd5j9dbpfdn2SHtgpm1LZY,Physical Good
30/09/2024,13:04:51,None,Bowtie Cat - Hugging,1,$38.61,-$25.00,$13.61,lB64ZosKMR04eboufcP7WwQIq67YY,Physical Good
30/09/2024,13:03:59,None,Beaver - B,1,$26.82,-$25.00,$1.82,zC9t6gbD3EX7GqPaUZLwqph760fZY,Physical Good
30/09/2024,12:46:26,Sanrio,Mel,1,$36.31,$0.00,$36.31,vIVpVT25zKg9G0t6VKOFXNqkpQBZY,Physical Good
30/09/2024,12:42:11,Sanrio,Purin,1,$40.84,$0.00,$40.84,xVHdO4z4PQzR0bcmbd28YSMU6OYZY,Physical Good
30/09/2024,12:32:55,Couple,Couple – Avo Duck,1,$49.92,$0.00,$49.92,jGFUmdbZx6inQ8f2cKpzdbqaCYaZY,Physical Good
30/09/2024,12:29:56,Pokemon Characters,Pok - Blas Turtle,1,$45.38,$0.00,$45.38,zEC76neXPfF7shUcgNUiALID86HZY,Physical Good
30/09/2024,12:29:44,None,Ducky Star,1,$40.84,$0.00,$40.84,hZbWpH4nNgWuGGk7ACkbOh9YteUZY,Physical Good
30/09/2024,12:22:00,Sanrio,Cina - Bowtied,1,$45.00,-$45.00,$0.00,r469SyaAB9cRbXGe24muBolqFrdZY,Physical Good
30/09/2024,12:22:00,None,Teddy with Tote,1,$40.00,-$40.00,$0.00,r469SyaAB9cRbXGe24muBolqFrdZY,Physical Good
