Date,Time,Category,Item,Qty,Product Sales,Discounts,Net Sales,Transaction ID,Itemization Type
30/11/2024,18:23:53,None,Gloss Varnish,1,$4.54,$0.00,$4.54,PgHqyNKbmqm0Z9qTceex3R7lRUOZY,Service
30/11/2024,17:57:27,Beverages,Drink - WATER,1,$3.00,-$3.00,$0.00,xDE8wAaDLkOsWNCbOQfRv8sfJZSZY,Physical Good
30/11/2024,17:46:54,None,Gloss Varnish,1,$4.54,$0.00,$4.54,juZMwiGpWL2Iq60kAUcardYQKheZY,Service
30/11/2024,17:34:54,None,Gloss Varnish,1,$4.54,$0.00,$4.54,tZosJECQq9wIv75oXGPrzMWEnKBZY,Service
30/11/2024,17:31:18,None,Gloss Varnish,1,$4.54,$0.00,$4.54,l7VhrlxyRK1rhUzn3XQP7lCLhdAZY,Service
30/11/2024,17:10:50,None,Gloss Varnish,1,$4.54,$0.00,$4.54,R7AK7JmMgySUtP8CJEzIvwFSY09YY,Service
30/11/2024,16:49:16,None,Gloss Varnish,1,$4.55,$0.00,$4.55,TgEpuJB9XpSQX6HIMlovxd0Us0RZY,Service
30/11/2024,15:51:45,None,Gloss Varnish,1,$4.55,$0.00,$4.55,XSSC1bW2VvtsKP2qYWWSFJ50ukDZY,Service
30/11/2024,15:22:01,None,Astronaut - Cat Lady,1,$50.00,-$50.00,$0.00,32EOLWBkHYpjPh8eE8dLOAYZZSBZY,Physical Good
30/11/2024,15:22:01,None,Astro Boy - B,1,$75.00,-$75.00,$0.00,32EOLWBkHYpjPh8eE8dLOAYZZSBZY,Physical Good
30/11/2024,15:05:07,None,Piggy - Peachy,1,$36.31,$0.00,$36.31,hfsp08JIkPhHSMkf4k5BEUClCyVZY,Physical Good
30/11/2024,14:33:19,Halloween,Halloween - Bubu Lala,1,$45.38,$0.00,$45.38,Vr9tHRVxtnqcpiFdLQ6KInkMqnQZY,Physical Good
30/11/2024,14:26:58,None,Bubu Lala - Flower B,1,$40.84,$0.00,$40.84,lJuUPq0UhhlUviHbkShljreilG6YY,Physical Good
30/11/2024,14:25:19,Sanrio,Cina,1,$36.31,$0.00,$36.31,ve6QAScNu0ADQBFNKOPDPmyPwTBZY,Physical Good
30/11/2024,14:24:17,Sanrio,Kuro – Magician Hat,1,$40.84,$0.00,$40.84,d79wYcDRVjfaLhUTZxvLw6chzBOZY,Physical Good
30/11/2024,14:18:44,Sanrio,Mel,1,$36.31,$0.00,$36.31,9RibbRslXKKMayCvTZcYuYrdukKZY,Physical Good
30/11/2024,14:18:20,None,Bowtie Cat - School Girl,1,$40.84,$0.00,$40.84,vOM5KGh4J2oi3opUOGgvnzptPGUZY,Physical Good
30/11/2024,14:00:28,Sanrio,Kuro - Eclipse,1,$45.00,-$45.00,$0.00,HCiWdrdWDPiVgPoS69fj49Ezf5AZY,Physical Good
30/11/2024,14:00:28,None,Capybara - Frog Backpack,1,$50.00,-$50.00,$0.00,HCiWdrdWDPiVgPoS69fj49Ezf5AZY,Physical Good
30/11/2024,13:46:24,Beverages,Drink - WATER,2,$5.45,$0.00,$5.45,lhgxk2iYqvT25mSiIYXhJ1rrGgRZY,Physical Good
30/11/2024,13:27:48,None,Strawberry Bear - Princess,1,$40.91,$0.00,$40.91,ZHmz7vO8Poy623YUuclJfcN9vxGZY,Physical Good
30/11/2024,13:27:48,Halloween,Halloween - Bubu Lala,1,$45.45,$0.00,$45.45,ZHmz7vO8Poy623YUuclJfcN9vxGZY,Physical Good
30/11/2024,13:14:00,None,Capybara - Lucky Wish,2,$90.76,$0.00,$90.76,Nz54x4sNVfyay6Y9uujICQbtNzQZY,Physical Good
30/11/2024,13:14:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Nz54x4sNVfyay6Y9uujICQbtNzQZY,Service
30/11/2024,13:14:00,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Nz54x4sNVfyay6Y9uujICQbtNzQZY,Service
30/11/2024,13:00:59,None,Bowtie Cat - School Girl,1,$40.84,$0.00,$40.84,p30y6EN6gBvo2krq3rvyW4QIKH9YY,Physical Good
30/11/2024,13:00:59,None,Dor - Bat,1,$40.84,$0.00,$40.84,p30y6EN6gBvo2krq3rvyW4QIKH9YY,Physical Good
30/11/2024,13:00:59,None,Gloss Varnish,1,$4.54,$0.00,$4.54,p30y6EN6gBvo2krq3rvyW4QIKH9YY,Service
30/11/2024,13:00:59,None,Gloss Varnish,1,$4.54,$0.00,$4.54,p30y6EN6gBvo2krq3rvyW4QIKH9YY,Service
30/11/2024,12:57:05,Beverages,Drink - Yellow Red Bull,1,$4.77,-$2.50,$2.27,7geHYrncpdu5q8J3cxiXUoCYDW7YY,Physical Good
30/11/2024,12:46:57,Beverages,Drink - 0 Degree Iced Tea,1,$4.29,-$2.25,$2.04,nUlXeRGezKCeWiLi9BlYCRKoCMbZY,Physical Good
30/11/2024,12:41:10,None,Capybara - Lucky Wish,1,$45.38,$0.00,$45.38,TqBfJgLde5gLBss0KhRV5GuchycZY,Physical Good
30/11/2024,12:41:10,POP MART Character,Dim Dim,1,$45.38,$0.00,$45.38,TqBfJgLde5gLBss0KhRV5GuchycZY,Physical Good
30/11/2024,11:38:53,None,Dor - Captain US,1,$31.77,$0.00,$31.77,xv6aD81Hy5gHoiWjwVGgRpggT49YY,Physical Good
30/11/2024,11:38:53,Couple,Couple - Loving Bear,1,$49.92,$0.00,$49.92,xv6aD81Hy5gHoiWjwVGgRpggT49YY,Physical Good
29/11/2024,17:53:52,None,Piggy – Happy,2,$77.23,-$50.00,$27.23,918bjsXznc8eNmbhD02JtW0OUAFZY,Physical Good
29/11/2024,17:27:29,Beverages,Drink - COKE ZERO,1,$2.72,$0.00,$2.72,h9NG1Xt5BBD2HkyeI0EQ2A1snT7YY,Physical Good
29/11/2024,16:46:02,None,Gloss Varnish,1,$4.54,$0.00,$4.54,Z7EFMKDBRk2oAj8cx2dsGuu2k7MZY,Service
29/11/2024,16:15:18,None,Cina – Magician Hat,1,$40.84,$0.00,$40.84,bg0KepKdFJy2mdLPq7iLf6aIH9GZY,Physical Good
29/11/2024,16:15:18,None,Bear Holder - B,1,$59.00,$0.00,$59.00,bg0KepKdFJy2mdLPq7iLf6aIH9GZY,Physical Good
29/11/2024,15:04:12,None,Bubu Lala - Flower B,1,$40.85,$0.00,$40.85,bsysDszb8QcB3OWqrsXrASyVcHBZY,Physical Good
29/11/2024,15:04:12,None,BuBu LaLa,1,$45.38,$0.00,$45.38,bsysDszb8QcB3OWqrsXrASyVcHBZY,Physical Good
29/11/2024,14:53:59,Couple,Couple – Cat,1,$49.92,$0.00,$49.92,H0nWdCGvzeotc7lCDHPSC2yk1Q8YY,Physical Good
29/11/2024,14:48:41,None,Larva - Open Mouth B,1,$31.77,$0.00,$31.77,bAKtgEF7Bgm5E3e8IhP49OxpcbDZY,Physical Good
29/11/2024,14:48:41,None,Teddy with Tote,1,$36.30,$0.00,$36.30,bAKtgEF7Bgm5E3e8IhP49OxpcbDZY,Physical Good
29/11/2024,14:12:24,None,Totoro,1,$45.00,-$45.00,$0.00,ZzuY7STPpWWjzOQtfZkn2kiDrZIZY,Physical Good
29/11/2024,14:12:03,None,Dor - Astronaut,-1,-$45.00,$45.00,$0.00,n0Zl1WqE2qtM0gy5AGElfKAfV,Physical Good
29/11/2024,14:11:01,None,Totoro,1,$40.84,$0.00,$40.84,X6O8bHNBOfklCZKmrSC8xWDTuuJZY,Physical Good
29/11/2024,14:01:48,None,Dor - Magician hat,1,$40.84,$0.00,$40.84,3ekGQsHKC1rQ5qKeoNx0l6RqiGAZY,Physical Good
29/11/2024,14:01:18,None,Dor - Astronaut,1,$45.00,-$45.00,$0.00,Fvr9ne3DjhUutnlP3D2ylha7fdNZY,Physical Good
29/11/2024,14:00:16,None,Dor - Magician hat,1,$45.00,-$45.00,$0.00,Rf6CrmP4eDWLuJnW19WierhYZNEZY,Physical Good
29/11/2024,13:59:39,None,Cina – Magician Hat,1,$45.00,-$45.00,$0.00,RdZG5YxKawiGnRjfWkEN3tzvpaXZY,Physical Good
29/11/2024,13:27:04,None,Repeat painting,1,$9.08,$0.00,$9.08,lj5PvTAVJncswnINBQNNZQqWclSZY,Service
28/11/2024,21:07:00,Couple,Couple - Lucky Cat,1,$49.92,$0.00,$49.92,tJM6YNmqBDVN6D9RVpD3RS4oovPZY,Physical Good
28/11/2024,19:51:08,None,Capybara - Piggy Hat,1,$45.38,$0.00,$45.38,dZ4e0SEi3hvsV5TW1J0phZGRZc9YY,Physical Good
28/11/2024,19:51:08,Beverages,Drink - WATER,1,$2.72,$0.00,$2.72,dZ4e0SEi3hvsV5TW1J0phZGRZc9YY,Physical Good
28/11/2024,18:56:38,None,Gloss Varnish,1,$4.54,$0.00,$4.54,rmvIqvsB8U8zknor9U0oqplsAD9YY,Service
28/11/2024,18:16:11,None,Gloss Varnish,1,$4.54,$0.00,$4.54,bmBLKqdZxfiIm7Tp8QFeVCJU9s7YY,Service
28/11/2024,18:16:11,None,Gloss Varnish,1,$4.54,$0.00,$4.54,bmBLKqdZxfiIm7Tp8QFeVCJU9s7YY,Service
28/11/2024,16:00:27,Sanrio,Purin,1,$40.84,$0.00,$40.84,r0uUJNrlIqc4xaReVRPxQM65PqPZY,Physical Good
28/11/2024,15:38:35,Couple,Couple – Resting Bear,1,$49.92,$0.00,$49.92,Dku7WhLZ8yoTcv8dIKtPNonQm4NZY,Physical Good
28/11/2024,15:25:57,Raws/Kaws,Raws - Furry,1,$45.38,$0.00,$45.38,hhbYZuwZoLwExRdQAeoKSnf5nFMZY,Physical Good
28/11/2024,15:25:41,None,Bear - Drink,1,$36.31,$0.00,$36.31,7ityAWf3ytMFCD4zPnQHHJndPnPZY,Physical Good
28/11/2024,14:22:14,Couple,Couple – Avo Duck,1,$55.00,-$55.00,$0.00,hJl7UoZftS6sMj0uQjgVURzeV,Physical Good
28/11/2024,14:22:14,None,Capybara - On Lotus,1,$60.00,-$60.00,$0.00,hJl7UoZftS6sMj0uQjgVURzeV,Physical Good
28/11/2024,13:09:44,Sanrio,Cina,1,$36.31,$0.00,$36.31,D8oUBsuP7LbnZ5zvcou0iUtXzYHZY,Physical Good
28/11/2024,12:47:45,None,Teddy with Tote,1,$36.30,$0.00,$36.30,hLy78HEZUr0Y89fmoSBvoracb09YY,Physical Good
28/11/2024,12:47:45,Sanrio,Cina,1,$36.31,$0.00,$36.31,hLy78HEZUr0Y89fmoSBvoracb09YY,Physical Good
27/11/2024,21:15:09,None,Gloss Varnish,1,$4.54,$0.00,$4.54,ZJJ4ZtU16l27DpXkUzzVZGXOOKRZY,Service
27/11/2024,20:31:10,None,Gloss Varnish,1,$4.54,$0.00,$4.54,jIuUGaZRHgqs9VA3nddnrB28VjLZY,Service
27/11/2024,20:26:05,None,Gloss Varnish,1,$4.54,$0.00,$4.54,RBD4DWQoPvcqrlfWibsISyTilKdZY,Service
27/11/2024,20:19:19,None,Kuro - Princess,1,$40.84,$0.00,$40.84,NTzP8bLMuE7ZMUlKwtB0JMOokPIZY,Physical Good
27/11/2024,20:19:19,None,Custom Amount,1,$40.84,$0.00,$40.84,NTzP8bLMuE7ZMUlKwtB0JMOokPIZY,
27/11/2024,20:19:19,Beverages,Drink - WATER,1,$2.72,$0.00,$2.72,NTzP8bLMuE7ZMUlKwtB0JMOokPIZY,Physical Good
27/11/2024,20:19:19,Beverages,Drink - 0 Degree Iced Tea,1,$4.09,$0.00,$4.09,NTzP8bLMuE7ZMUlKwtB0JMOokPIZY,Physical Good
27/11/2024,20:18:00,None,Gloss Varnish,1,$4.55,$0.00,$4.55,ZD64qO7Z1MFxSSusPymf2rDwO6EZY,Service
27/11/2024,19:18:43,None,SP - Witch,1,$45.38,$0.00,$45.38,ZzmknSKxau0d2VwfAF9tThSbCK6YY,Physical Good
27/11/2024,19:17:41,Couple,Couple - Loving Bear,1,$49.92,$0.00,$49.92,ZDyqB0f51CyMrOa0SCBiPOdJGsOZY,Physical Good
27/11/2024,19:06:57,Couple,Couple - Loving Bear,1,$49.92,$0.00,$49.92,XUToW2GgLrAenPnyjj6VE7TdddFZY,Physical Good
27/11/2024,18:05:30,None,Capybara - Piggy Hat,1,$45.38,$0.00,$45.38,Pw7GJbigrVFIJjPB322E5luojgaZY,Physical Good
27/11/2024,17:46:24,Beverages,Drink - Lipton PEACH,1,$4.55,$0.00,$4.55,dZsiYqQQEnNnHpVwN7aXO2p33wFZY,Physical Good
27/11/2024,17:46:24,Beverages,Drink - WATER,2,$5.45,$0.00,$5.45,dZsiYqQQEnNnHpVwN7aXO2p33wFZY,Physical Good
27/11/2024,17:30:36,None,Capybara - Turtle Hat,1,$45.38,$0.00,$45.38,ZnahsxoHjRozopiQrvMAUSGfA8dZY,Physical Good
27/11/2024,17:30:16,None,Teddy with Tote,1,$36.31,$0.00,$36.31,V73wQ7L6yXfCdXIBCLRK5i7AyWfZY,Physical Good
27/11/2024,17:30:16,Couple,Couple - Ducky,1,$49.92,$0.00,$49.92,V73wQ7L6yXfCdXIBCLRK5i7AyWfZY,Physical Good
27/11/2024,15:03:43,None,SP - Sailor Moon,1,$45.38,$0.00,$45.38,HAXP5V7NF7gLYh46KltmIyOXtgaZY,Physical Good
27/11/2024,15:03:43,None,Dor - Sitting,1,$36.31,$0.00,$36.31,HAXP5V7NF7gLYh46KltmIyOXtgaZY,Physical Good
27/11/2024,15:00:29,None,Larva - laughing,1,$31.77,$0.00,$31.77,JDI1RENaZOwuLfdj8I4GwTzdG5cZY,Physical Good
27/11/2024,14:59:24,None,Rabbit - Ice Cream,1,$36.31,$0.00,$36.31,9DVagfy2fNuil34ormR06vnZJP6YY,Physical Good
27/11/2024,14:25:50,Couple,Couple - Rabbit,1,$49.92,$0.00,$49.92,Tif0m8Ol2sHnLhaqSf42q22jTgIZY,Physical Good
27/11/2024,14:21:18,Sanrio,Kuro - Eclipse,1,$40.84,$0.00,$40.84,9TLDvgPTonlUg5fgUUMcVb75MkcZY,Physical Good
27/11/2024,14:20:47,None,Nami,1,$45.38,$0.00,$45.38,bscdVChrXnSxeH3ciKCSzKnYD0aZY,Physical Good
27/11/2024,14:13:51,None,Rabbit – Fish,1,$43.16,-$25.00,$18.16,ziTgK8tUxh1YpGemWAPtDnTmDQGZY,Physical Good
27/11/2024,14:13:51,None,Totoro,1,$43.15,-$25.00,$18.15,ziTgK8tUxh1YpGemWAPtDnTmDQGZY,Physical Good
27/11/2024,14:11:18,None,Bowtie Cat - School Girl,1,$40.85,$0.00,$40.85,zeh0zQgPFz2Uyu88pCLbEYYisvAZY,Physical Good
27/11/2024,14:11:18,Beverages,Drink - SPRITE,1,$2.72,$0.00,$2.72,zeh0zQgPFz2Uyu88pCLbEYYisvAZY,Physical Good
27/11/2024,14:10:38,Sanrio,Mel,1,$36.31,$0.00,$36.31,f8TviGtoGUdVx6P0o5V9TYHdTd6YY,Physical Good
27/11/2024,13:52:08,Sanrio,Pompom,1,$40.84,$0.00,$40.84,hvoRoYcGC1a3SxsyHCrhXbCwNMRZY,Physical Good
27/11/2024,13:31:18,None,Strawberry Bear - Princess,1,$40.85,$0.00,$40.85,HA7rEuyp2oxDy6w9HQIt9QITOREZY,Physical Good
27/11/2024,13:31:18,Sanrio,Kuro - Evil,1,$45.38,$0.00,$45.38,HA7rEuyp2oxDy6w9HQIt9QITOREZY,Physical Good
